"CAS","Compound","DTXSID","Clint_native","Clint_rf","Clint_used","Clint_source","AC50_5pct_uM","AC50_med_uM","AC50_source","n_tc_assays","AED_median","AED_5pct","AED_95pct","AED_mean","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway","BER","BER_low","BER_high","concern"
"68157-60-8","Forchlorfenuron","DTXSID1034634",26.87,25.5580286923807,26.87,"httk_measured",1,1,"default_1uM",0,0.46115,0.0486935,2.35669999999999,0.709300167,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"53-16-7","Estrone","DTXSID4022367",0,16.8109949831719,16.8109949831719,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.4786,0.075612,2.37645,0.77388488,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"13071-79-9","Terbufos","DTXSID2022254",32.5,25.2143306970267,32.5,"httk_measured",1,1,"default_1uM",0,0.56165,0.0842925,2.3993,0.82410166,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"68-22-4","Norethindrone","DTXSID9023380",0,11.9015950402145,11.9015950402145,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.51815,0.085565,2.4017,0.79149877,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"599-64-4","4-cumylphenol","DTXSID3022536",27.2,34.839918124475,27.2,"httk_measured",1,1,"default_1uM",0,0.5961,0.0979505,2.40185,0.857890486,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-63-6","Ethinylestradiol","DTXSID5020576",0,25.0184534170506,25.0184534170506,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.4332,0.055677,2.408,0.69692933,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"52-86-8","Haloperidol","DTXSID4034150",5.062,6.85632920011364,5.062,"httk_measured",1,1,"default_1uM",0,0.58685,0.108495,2.4235,0.84460496,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"298-02-2","Phorate","DTXSID4032459",0,33.3108662715102,33.3108662715102,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.48485,0.056381,2.4304,0.7769179255,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"13194-48-4","Ethoprop","DTXSID4032611",20.95,22.252615393375,20.95,"httk_measured",1,1,"default_1uM",0,0.61215,0.0866995,2.4702,0.86995421,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81335-37-7","Imazaquin","DTXSID3024152",2.457,4.35099341191283,2.457,"httk_measured",1,1,"default_1uM",0,0.5305,0.10125,2.4724,0.7950908,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"298-00-0","Methyl parathion","DTXSID1020855",14.19,16.3148202418169,14.19,"httk_measured",1,1,"default_1uM",0,0.39315,0.0484395,2.4803,0.7275213707,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50594-66-6","Acifluorfen","DTXSID0020022",0,25.21761411447,25.21761411447,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5824,0.094592,2.4988,0.86574417,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"838-88-0","""4,4'-methylene bis(2-methylaniline)""","DTXSID5020867",3.984,5.45812433420194,3.984,"httk_measured",1,1,"default_1uM",0,0.60555,0.130845,2.50315,0.88030421,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"35367-38-5","Diflubenzuron","DTXSID1024049",0,17.5458229376581,17.5458229376581,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5961,0.0849565,2.50485,0.859415337,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90-15-3","1-naphthol","DTXSID6021793",0,21.6757658137038,21.6757658137038,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5607,0.074102,2.5091,0.844262879,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"123343-16-8","Pyrithiobac-sodium","DTXSID8032673",0,8.17425596122344,8.17425596122344,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.5127,0.076706,2.5125,0.8328914,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"188425-85-6","Boscalid","DTXSID6034392",17.28,13.3630883962638,17.28,"httk_measured",1,1,"default_1uM",0,0.51095,0.0553695,2.52355,0.838531615,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1918-00-9","Dicamba","DTXSID4024018",0,2.54833965336111,2.54833965336111,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.6213,0.12998,2.5397,0.89917777,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1007-28-9","6-desisopropylatrazine","DTXSID0037495",0,2.12389723011348,2.12389723011348,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.65425,0.122635,2.54725,0.90898282,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79-94-7","3,3',5,5'-tetrabromobisphenol a","DTXSID1026081",50.5,16.7905364017723,50.5,"httk_measured",1,1,"default_1uM",0,0.40745,0.041929,2.56565,0.724903425,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90-30-2","N-phenyl-1-naphthylamine","DTXSID2025892",57.9,40.5851830664439,57.9,"httk_measured",1,1,"default_1uM",0,0.5629,0.0850385,2.5726,0.829817492,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"290352-28-2","Cp-634384","DTXSID7047306",0,20.3499904829294,20.3499904829294,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.52055,0.0621345,2.5757,0.824514347,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"314-40-9","Bromacil","DTXSID4022020",0,9.54369915499517,9.54369915499517,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.54185,0.095956,2.5987,0.850898461,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"249296-43-3","Cj-013610","DTXSID2047272",0,3.09696629040557,3.09696629040557,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.57225,0.1248,2.60315,0.88326245,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84-74-2","Dibutylphthalate","DTXSID2021781",42.5,25.3544396064155,42.5,"httk_measured",1,1,"default_1uM",0,0.57145,0.0876325,2.63225,0.869207861,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90357-06-5","Bicalutamide","DTXSID2022678",0,9.56890423103417,9.56890423103417,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.58565,0.098881,2.6334,0.90235833,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"117-79-3","2-aminoanthraquinone","DTXSID6020068",30.8,27.5216731332701,30.8,"httk_measured",1,1,"default_1uM",0,0.6156,0.0922395,2.6545,0.914340778,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"173584-44-6","Indoxacarb","DTXSID1032690",31.36,21.3372617847857,31.36,"httk_measured",1,1,"default_1uM",0,0.5577,0.066861,2.67309999999999,0.867817764,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"112410-23-8","Tebufenozide","DTXSID4034948",22.4,19.3301832399069,22.4,"httk_measured",1,1,"default_1uM",0,0.5504,0.0994365,2.67845,0.86383784,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"96489-71-3","Pyridaben","DTXSID5032573",63.93,24.3074385821132,63.93,"httk_measured",1,1,"default_1uM",0,0.6502,0.11414,2.72515,0.92860545,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1071-93-8","Hexanedihydrazide","DTXSID0044361",0.6018,1.33066543848586,0.6018,"httk_measured",1,1,"default_1uM",0,0.85255,0.28271,2.7267,1.09369356,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"134-62-3","Diethyltoluamide","DTXSID2021995",3.797,5.78928419213982,3.797,"httk_measured",1,1,"default_1uM",0,0.70995,0.138295,2.7302,1.00796022,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-56-6","2,4-dihydroxybenzophenone","DTXSID8022406",39.3,23.6874425848444,39.3,"httk_measured",1,1,"default_1uM",0,0.56465,0.0803545,2.7504,0.882576387,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"104-13-2","4-butylaniline","DTXSID8021856",26.4,23.9648310046765,26.4,"httk_measured",1,1,"default_1uM",0,0.63695,0.10749,2.7533,0.91621527,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-89-9","Lindane","DTXSID2020686",0,24.9273644956325,24.9273644956325,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.59755,0.095672,2.76144999999999,0.942534397,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-71-8","4-(butan-2-yl)phenol","DTXSID7022332",19.03,19.1073653223906,19.03,"httk_measured",1,1,"default_1uM",0,0.58325,0.0926585,2.7887,0.920854385,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"77-40-7","Bisphenol b","DTXSID4022442",35.66,29.1966024188922,35.66,"httk_measured",1,1,"default_1uM",0,0.627,0.0826335,2.7903,0.921951641,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125-84-8","Aminoglutethimide","DTXSID8022589",0.723,2.45827475594113,0.723,"httk_measured",1,1,"default_1uM",0,0.78645,0.135535,2.82375,1.078018347,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"111988-49-9","Thiacloprid","DTXSID7034961",2.574,3.23026311645931,2.574,"httk_measured",1,1,"default_1uM",0,0.7037,0.13976,2.86715,1.00490629,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"82558-50-7","Isoxaben","DTXSID8024159",17.7,16.0531176885272,17.7,"httk_measured",1,1,"default_1uM",0,0.74015,0.12388,2.9092,1.04525934,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125-13-3","Oxyphenisatin","DTXSID5044528",0,18.0983565610184,18.0983565610184,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.61845,0.0763955,2.92205,0.9284558,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-55-5","2,2',4,4'-tetrahydroxybenzophenone","DTXSID5041306",19.2,15.2378575227417,19.2,"httk_measured",1,1,"default_1uM",0,0.5814,0.085607,2.98365,0.933869901,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90-94-8","Michler's ketone","DTXSID2020894",39.2,34.1010558294197,39.2,"httk_measured",1,1,"default_1uM",0,0.73045,0.11605,2.9863,1.018233622,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"82097-50-5","Triasulfuron","DTXSID0024345",14.58,8.84658347074502,14.58,"httk_measured",1,1,"default_1uM",0,0.51035,0.061026,2.99765,0.90155686,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"13311-84-7","Flutamide","DTXSID7032004",30.38,23.8360977357872,30.38,"httk_measured",1,1,"default_1uM",0,0.69225,0.086989,3.00625,1.021572225,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"85532-75-8","Pk 11195","DTXSID7041097",42.12,29.2940826790926,42.12,"httk_measured",1,1,"default_1uM",0,0.62385,0.109995,3.0133,0.9662691,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"446-72-0","Genistein","DTXSID5022308",18.69,15.7381972638866,18.69,"httk_measured",1,1,"default_1uM",0,0.44,0.048754,3.0247,0.840708746,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"35256-85-0","Butam","DTXSID5041691",9.846,11.2087895555412,9.846,"httk_measured",1,1,"default_1uM",0,0.79525,0.163705,3.04355,1.09080405,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"120-80-9","Catechol","DTXSID3020257",42.3,24.981474251577,42.3,"httk_measured",1,1,"default_1uM",0,0.4948,0.0488345,3.0662,0.938133412,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"230954-09-3","Cp-544439","DTXSID8047266",2.27,4.61826303883754,2.27,"httk_measured",1,1,"default_1uM",0,0.753,0.19222,3.07775,1.1065566,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"54-85-3","Isoniazide","DTXSID8020755",1.11,1.3743551718127,1.11,"httk_measured",1,1,"default_1uM",0,0.91825,0.185565,3.08155,1.22751182688,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51-52-5","6-propyl-2-thiouracil","DTXSID5021209",1.323,1.80207793681139,1.323,"httk_measured",1,1,"default_1uM",0,0.73395,0.13575,3.08295,1.03686468,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88-27-7","2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol","DTXSID0044997",1.55,3.5083927131297,1.55,"httk_measured",1,1,"default_1uM",0,0.75215,0.18558,3.0922,1.05823994,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"305-03-3","Chlorambucil","DTXSID7020263",44,24.5877270372963,44,"httk_measured",1,1,"default_1uM",0,0.5071,0.050577,3.09565,0.914653269,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"150-68-5","Monuron","DTXSID0020311",3.086,3.8991132730085,3.086,"httk_measured",1,1,"default_1uM",0,0.84175,0.18276,3.1117,1.1615068,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"105624-86-0","5hpp-33","DTXSID1046970",47,27.1000737404003,47,"httk_measured",1,1,"default_1uM",0,0.8989,0.141555,3.1505,1.16074192,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"21725-46-2","Cyanazine","DTXSID1023990",0,4.04410530230076,4.04410530230076,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.8482,0.187795,3.16705,1.19001572,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50-02-2","Dexamethasone","DTXSID3020384",1.791,2.39004835867567,1.791,"httk_measured",1,1,"default_1uM",0,0.8965,0.18562,3.1714,1.1622688,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"34487-61-1","Phenol red sodium salt","DTXSID2044420",0,3.62371448974773,3.62371448974773,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.6649,0.137045,3.2075,1.03000143,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-26-8","Butylparaben","DTXSID3020209",39.3,43.1761743764169,39.3,"httk_measured",1,1,"default_1uM",0,0.7202,0.093438,3.2145,1.094616907,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119446-68-3","Difenoconazole","DTXSID4032372",30.6,30.1439998677063,30.6,"httk_measured",1,1,"default_1uM",0,0.75215,0.132695,3.2175,1.096176503,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"16752-77-5","Methomyl","DTXSID1022267",2.05,5.63010139140624,2.05,"httk_measured",1,1,"default_1uM",0,0.92295,0.268565,3.24225,1.24296919,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"608-73-1","1,2,3,4,5,6-hexachlorocyclohexane","DTXSID7020687",0,26.034989696839,26.034989696839,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.70795,0.11853,3.25615,1.05468911,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"618-45-1","3-isopropylphenol","DTXSID0044571",19.9,17.2369432440064,19.9,"httk_measured",1,1,"default_1uM",0,0.7228,0.109495,3.27075,1.12751077,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1861-32-1","Chlorthal-dimethyl","DTXSID0024000",38.62,32.6527122368161,38.62,"httk_measured",1,1,"default_1uM",0,0.6736,0.0873285,3.28805,1.081650176,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"63612-50-0","Nilutamide","DTXSID3034165",0,10.633927183459,10.633927183459,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.9066,0.164795,3.29089999999999,1.26358057,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"91-59-8","2-naphthylamine","DTXSID2020921",18.5,29.885983027852,18.5,"httk_measured",1,1,"default_1uM",0,0.7547,0.111495,3.3112,1.10526856,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119-93-7","O-tolidine","DTXSID5024059",0,9.32155788235292,9.32155788235292,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.7533,0.113995,3.3172,1.12454609,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"155569-91-8","Emamectin benzoate","DTXSID0034566",0,17.1216032427634,17.1216032427634,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.55235,0.05364,3.3433,1.013748269,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"14233-37-5","1,4-bis(n-isopropylamino)anthraquinone","DTXSID2041250",0,45.3729549887361,45.3729549887361,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.7082,0.082333,3.34649999999999,1.068664513,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125-31-5","P-xylenol blue","DTXSID8026303",0,22.5836838554312,22.5836838554312,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.7849,0.13094,3.35599999999999,1.16429304,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88-60-8","2-tert-butyl-5-methylphenol","DTXSID2026529",36,31.1874445204923,36,"httk_measured",1,1,"default_1uM",0,0.7249,0.10549,3.3767,1.09802639,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-08-1","3-nitrotoluene","DTXSID5021831",16.82,22.8261304827459,16.82,"httk_measured",1,1,"default_1uM",0,0.71145,0.101655,3.43535,1.12137339,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"100-02-7","4-nitrophenol","DTXSID0021834",14,20.2877788824586,14,"httk_measured",1,1,"default_1uM",0,0.8997,0.100295,3.4719,1.31055435,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"112-50-5","2-[2-(2-ethoxyethoxy)ethoxy]ethanol","DTXSID3024368",0,1.8366069621821,1.8366069621821,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.98135,0.14951,3.47705,1.32931532767,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1156-19-0","Tolazamide","DTXSID3021358",0,9.45450210367379,9.45450210367379,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.8026,0.10548,3.4822,1.180183654,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"27955-94-8","4,4',4''-ethane-1,1,1-triyltriphenol","DTXSID2037712",30.8,23.9621138013146,30.8,"httk_measured",1,1,"default_1uM",0,0.7522,0.12019,3.53975,1.152446638,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"141112-29-0","Isoxaflutole","DTXSID5034723",20.42,13.0565639063343,20.42,"httk_measured",1,1,"default_1uM",0,0.5248,0.0527995,3.5692,1.00249229,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"114369-43-6","Fenbuconazole","DTXSID8032548",21.7,13.0109148865955,21.7,"httk_measured",1,1,"default_1uM",0,0.78835,0.10434,3.5711,1.180005217,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"80-08-0","Dapsone","DTXSID4020371",0,3.3565323568227,3.3565323568227,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.9804,0.181285,3.5712,1.3557338,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"486-66-8","Daidzein","DTXSID9022310",15.4,26.4105701081616,15.4,"httk_measured",1,1,"default_1uM",0,0.817,0.111795,3.5794,1.2079919,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"106-47-8","4-chloroanulline","DTXSID9020295",0,8.67685577403313,8.67685577403313,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.9141,0.197365,3.6596,1.30666901,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"56-72-4","Coumaphos","DTXSID2020347",31.7,37.0322161780879,31.7,"httk_measured",1,1,"default_1uM",0,0.6311,0.052908,3.6717,1.075462761,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51-03-6","Piperonyl butoxide","DTXSID1021166",76.01,39.7713803804808,76.01,"httk_measured",1,1,"default_1uM",0,0.7921,0.11002,3.6803,1.210658465,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"73590-58-6","Omeprazole","DTXSID6021080",3.271,3.95469648692817,3.271,"httk_measured",1,1,"default_1uM",0,0.8969,0.158795,3.69015,1.34047667,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"64-17-5","Ethanol","DTXSID9020584",3.958,1.42733449837581,3.958,"httk_measured",1,1,"default_1uM",0,0.7192,0.11449,3.6971,1.166555714,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-42-8","Fenuron","DTXSID7037551",2.89,4.82232513811735,2.89,"httk_measured",1,1,"default_1uM",0,1.022,0.268845,3.7202,1.37323636,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"126-73-8","Tributyl phosphate","DTXSID3021986",0,23.0315099960718,23.0315099960718,"RF_imputed_chem.physical_and_invitro.data",1.5337528626604,31.6311600090494,"example.toxcast",96,0.8235,0.14047,3.731,1.215579831,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88671-89-0","Myclobutanil","DTXSID8024315",16.4,14.3126220830022,16.4,"httk_measured",1,1,"default_1uM",0,0.8881,0.11146,3.812,1.29611798,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"149-30-4","2-mercaptobenzothiazole","DTXSID1020807",37.3,31.9176286649657,37.3,"httk_measured",1,1,"default_1uM",0,0.71605,0.0841375,3.87245,1.228036705,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"20325-40-0","3,3'-dimethoxybenzidine dihydrochloride","DTXSID1020485",0,4.48717349677394,4.48717349677394,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.9891,0.24376,3.87345,1.40217105,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"117428-22-5","Picoxystrobin","DTXSID9047542",57.1,61.7029221762809,57.1,"httk_measured",1,1,"default_1uM",0,0.70055,0.0803135,3.9066,1.164997833,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"83-41-0","1,2-dimethyl-3-nitrobenzene","DTXSID7025132",523,180.389493867256,523,"httk_measured",1,1,"default_1uM",0,0.10285,0.010835,3.92399999999999,0.7722844971,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"84852-15-3","4-nonylphenol, branched","DTXSID5029055",104,67.5235190528375,104,"httk_measured",1,1,"default_1uM",0,0.818,0.126255,3.92765,1.250015022,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"180084-01-9","Sb236057a","DTXSID5047320",4.65,9.41466852013309,4.65,"httk_measured",1,1,"default_1uM",0,0.71145,0.11986,3.99805,1.16296829,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2696-84-6","4-propylanilline","DTXSID5048180",17.3,15.4726964850929,17.3,"httk_measured",1,1,"default_1uM",0,0.90785,0.133445,4.051,1.352352153,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"10540-29-1","Tamoxifen","DTXSID1034187",0,13.0345039798693,13.0345039798693,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.9363,0.12114,4.0551,1.463447444,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"117718-60-2","Thiazopyr","DTXSID1032488",41.5,34.9934343240095,41.5,"httk_measured",1,1,"default_1uM",0,0.8,0.086196,4.07275,1.276948698,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"361343-19-3","Elzasonan","DTXSID7047277",21.1,14.5570919818865,21.1,"httk_measured",1,1,"default_1uM",0,1.1815,0.18072,4.1131,1.529260734,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"501-36-0","Resveratrol","DTXSID4031980",62.9,131.836906554307,62.9,"httk_measured",1,1,"default_1uM",0,0.6847,0.0424865,4.12405,1.146047648,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"92-87-5","Benzidine","DTXSID2020137",6.91,9.89150916445211,6.91,"httk_measured",1,1,"default_1uM",0,0.8591,0.1419,4.15054999999999,1.329603397,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"330-54-1","Diuron","DTXSID0020446",12.15,8.7460945259988,12.15,"httk_measured",1,1,"default_1uM",0,1.0515,0.18469,4.17105,1.46718341,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"445295-04-5","Cp-671305","DTXSID6047282",0,8.29031830129732,8.29031830129732,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.878,0.1363,4.22135,1.40145702,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2465-27-2","Auramine hydrochloride","DTXSID9020114",8.66,8.95279196545324,8.66,"httk_measured",1,1,"default_1uM",0,0.93195,0.16309,4.22365,1.389103121,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"122-34-9","Simazine","DTXSID4021268",6.326,7.61263865713194,6.326,"httk_measured",1,1,"default_1uM",0,1.004,0.178665,4.2548,1.482855419,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"127308-82-1","Zamifenacin","DTXSID9047257",17.11,15.2621130131295,17.11,"httk_measured",1,1,"default_1uM",0,0.95015,0.12565,4.28154999999999,1.463701042,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"111-40-0","Diethylenetriamine","DTXSID2025050",2.003,0.898844244527471,2.003,"httk_measured",1,1,"default_1uM",0,1.096,0.281795,4.2941,1.55945632,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2593-15-9","Etridiazole","DTXSID3032547",127,39.9028678694209,127,"httk_measured",1,1,"default_1uM",0,0.7553,0.080263,4.3143,1.409867711,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"29232-93-7","Pirimiphos-methyl","DTXSID0024266",49.7,39.2217282483812,49.7,"httk_measured",1,1,"default_1uM",0,1.048,0.169085,4.346,1.48813058,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-99-0","4-nitrotoluene","DTXSID5023792",19.32,21.1318644225114,19.32,"httk_measured",1,1,"default_1uM",0,0.818,0.159665,4.35405,1.374524408,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"333-41-5","Diazinon","DTXSID9020407",30.5,17.5206250743993,30.5,"httk_measured",1,1,"default_1uM",0,1.122,0.145245,4.3705,1.53350418,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"585-34-2","3-tert-butylphenol","DTXSID9044825",40.2,22.0777746694302,40.2,"httk_measured",1,1,"default_1uM",0,1.143,0.18978,4.4013,1.55870136,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"102-27-2","N-ethyl-3-methylaniline","DTXSID4021848",13.12,14.9087683007526,13.12,"httk_measured",1,1,"default_1uM",0,0.905,0.151405,4.44805,1.48193378,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
