DTXSID,CAS,Compound,MW,logP,Fup,AC50_10pct_uM,SEEM_mg_kg_day,Clint_httk,Clint_GCN,Clint_RF,CL_httk,CL_GCN,CL_RF,AED_httk,AED_GCN,AED_RF,BER_httk,BER_GCN,BER_RF,BER_httk_ref,concern_httk,concern_GCN,concern_RF
DTXSID7029879,65277-42-1,Ketoconazole,531.4,4.348,0.062,1.0,,55.0,3.58,11.9067,1.496165,1.443165,1.482446,19.081486,18.40555,18.906527,,,,,no_data,no_data,no_data
DTXSID1037272,321-64-2,Tacrine,198.3,2.707,1.0,1.0,,1000.0,2.5019,0.0093,1.499987,1.494777,0.773228,7.138738,7.113945,3.679945,,,,,no_data,no_data,no_data
DTXSID5022934,20830-75-5,Digoxin,780.9,1.263,0.7,1.0,,0.0,27.931,14.9569,0.0,1.49933,1.498749,0.0,28.099837,28.088949,,,,,no_data,no_data,no_data
DTXSID4020822,59-05-2,Methotrexate,454.4,-1.847,0.432,1.0,,0.0,0.2128,3.1039,0.0,1.369755,1.490285,0.0,14.937999,16.25245,,,,,no_data,no_data,no_data
DTXSID1020930,54-11-5,Nicotine,162.2,1.171,0.406,1.0,,4.44,1.838,6.6903,1.492761,1.482633,1.495188,5.811022,5.771592,5.820469,,,,,no_data,no_data,no_data
DTXSID7023645,60-54-8,Tetracycline,444.4,-1.295,0.468,1.0,,0.0,42.7041,3.1039,0.0,1.499344,1.491028,0.0,15.991406,15.902705,,,,,no_data,no_data,no_data
DTXSID6023733,99-66-1,Valproic acid,144.2,2.748,0.214,1.0,,0.4366,36.9287,10.5434,1.371671,1.498343,1.494211,4.747077,5.185464,5.171166,,,,,no_data,no_data,no_data
DTXSID3020910,55-98-1,Busulphan,246.3,-0.5186,1.0,1.0,,1.39,140.0177,1.6817,1.490626,1.499906,1.492244,8.811388,8.866246,8.82095,,,,,no_data,no_data,no_data
DTXSID7020263,305-03-3,Chlorambucil,304.2,1.707,0.01,1.0,,44.0,36.2739,5.3353,1.470781,1.464704,1.288839,10.737876,10.693509,9.409555,,,,,no_data,no_data,no_data
DTXSID7020265,56-75-7,Chloramphenicol,323.1,1.139,0.34,1.0,,0.723,23.7587,30.9651,1.448492,1.498379,1.498756,11.232188,11.619027,11.621951,,,,,no_data,no_data,no_data
DTXSID8022824,85721-33-1,Ciprofloxacin,331.3,0.2801,0.7,1.0,,4.17,7.8104,14.5422,1.495522,1.497606,1.498713,11.891191,11.907761,11.916567,,,,,no_data,no_data,no_data
DTXSID5024845,64-86-8,Colchicine,399.4,1.3,0.61,1.0,,0.698,33.9804,14.3708,1.469825,1.499368,1.498506,14.08915,14.372339,14.364077,,,,,no_data,no_data,no_data
DTXSID4020371,80-08-0,Dapsone,248.3,0.9717,0.295,1.0,,0.0,14.4899,7.5051,0.0,1.496939,1.494101,0.0,8.920558,8.903647,,,,,no_data,no_data,no_data
DTXSID6022927,69655-05-6,Didanosine,236.2,-1.238,0.951,1.0,,0.0,0.0129,2.2117,0.0,0.875897,1.493792,0.0,4.965282,8.468008,,,,,no_data,no_data,no_data
DTXSID9021130,89-25-8,Edaravone,174.2,1.783,0.89,1.0,,2.0,4.227,12.3783,1.49267,1.496523,1.498811,6.240554,6.256662,6.266228,,,,,no_data,no_data,no_data
DTXSID0020573,50-28-2,Estradiol,272.4,3.909,4.95e-06,1.0,,56.9,28.3798,52.8077,0.591425,0.367638,0.564908,3.866497,2.403471,3.693142,,,,,no_data,no_data,no_data
DTXSID3020625,98319-26-7,Finasteride,372.6,3.03,0.095,1.0,,4.5,27.6727,14.0352,1.469943,1.495029,1.49023,13.144823,13.369147,13.326235,,,,,no_data,no_data,no_data
DTXSID0038887,2321-07-5,Fluorescein,332.3,2.531,0.151,1.0,,0.0,5.9805,8.26,0.0,1.48562,1.489561,0.0,11.848114,11.879544,,,,,no_data,no_data,no_data
DTXSID0040676,29094-61-9,Glipizide,445.5,1.91,0.02,1.0,,1.597,5.9601,2.9513,1.177692,1.397518,1.306516,12.591885,14.942262,13.969268,,,,,no_data,no_data,no_data
DTXSID0037237,10238-21-8,Glyburide,494.0,1.786,0.021,1.0,,6.62,33.7149,2.4035,1.411263,1.481707,1.278571,16.731934,17.567113,15.158733,,,,,no_data,no_data,no_data
DTXSID9020740,53-86-1,Indomethacin,357.8,4.267,0.0103,1.0,,9.35,18.4347,7.3515,1.37518,1.433985,1.344759,11.808945,12.313913,11.547718,,,,,no_data,no_data,no_data
DTXSID8020755,54-85-3,Isoniazide,137.1,-0.6985,1.0,1.0,,1.11,0.6158,0.5829,1.48828,1.479006,1.477838,4.897036,4.86652,4.862679,,,,,no_data,no_data,no_data
DTXSID3036496,797-63-7,Levonorgestrel,312.5,3.067,0.0369,1.0,,9.89,32.6256,8.1571,1.464912,1.489187,1.457668,10.986837,11.168904,10.932509,,,,,no_data,no_data,no_data
DTXSID1022421,73-31-4,Melatonin,232.3,0.6118,0.498,1.0,,0.0,7.2862,5.8571,0.0,1.496395,1.495518,0.0,8.342702,8.337813,,,,,no_data,no_data,no_data
DTXSID2020892,443-48-1,Metronidazole,171.2,-0.02363,0.96,6.75647991262135,,3.0,0.8336,0.563,1.495461,1.483792,1.476126,41.515531,41.191598,40.978781,,,,,no_data,no_data,no_data
DTXSID5023322,84371-65-3,Mifepristone,429.6,4.814,0.0167,1.0,,33.2,38.9642,5.5716,1.476718,1.480117,1.371183,15.225555,15.260596,14.137446,,,,,no_data,no_data,no_data
DTXSID7020972,67-20-9,Nitrofurantoin,238.2,-0.4691,0.415,1.0,,0.0,2.2504,1.5492,0.0,1.486091,1.479879,0.0,8.495682,8.460174,,,,,no_data,no_data,no_data
DTXSID3023471,57-47-6,Physostigmine,275.4,1.58,0.64,1.0,,1.64,20.804,76.4271,1.487611,1.499016,1.499732,9.832513,9.907895,9.912629,,,,,no_data,no_data,no_data
DTXSID4021218,117-39-5,Quercetin,302.2,1.24,0.0176,1.0,,75.2,14.8724,26.925,1.490158,1.451526,1.472832,10.807819,10.527631,10.682155,,,,,no_data,no_data,no_data
DTXSID9022524,50-35-1,Thalidomide,258.2,0.3288,0.4,0.2730024177255,,4.0,20.0371,10.1331,1.49185,1.498366,1.496772,2.523824,2.534847,2.532151,,,,,no_data,no_data,no_data
DTXSID3023685,134308-13-7,Tolcapone,273.2,2.798,0.0133,1.0,,22.0,25.0049,5.2522,1.456488,1.461583,1.333173,9.549902,9.583309,8.741346,,,,,no_data,no_data,no_data
DTXSID6021371,76-25-5,Triamcinolone acetonide,434.5,2.531,0.2,1.0,,9.0,30.9772,10.3698,1.492751,1.497887,1.493704,15.566406,15.619962,15.576349,,,,,no_data,no_data,no_data
DTXSID6021373,396-01-0,Triamterene,253.3,0.9803,0.333,1.0,,0.0,0.0004,6.6968,0.0,0.022514,1.494143,0.0,0.136867,9.083196,,,,,no_data,no_data,no_data
DTXSID6020690,70-30-4,Hexachlorophene,406.9,7.538,1e-06,1.0,,0.0,16.7284,15.5286,0.0,0.240948,0.226274,0.0,2.353005,2.2097,,,,,no_data,no_data,no_data
DTXSID8022589,125-84-8,Aminoglutethimide,232.3,-1.471,0.563,1.0,,0.723,13.2275,2.0084,1.468465,1.498241,1.488493,8.186987,8.352995,8.298646,,,,,no_data,no_data,no_data
DTXSID3022588,54-62-6,Aminopterin,440.4,-0.05046,0.75,1.0,,0.0,0.1211,2.4592,0.0,1.36831,1.492925,0.0,14.462489,15.779615,,,,,no_data,no_data,no_data
DTXSID6024882,66-81-9,Cycloheximide,281.4,0.5478,0.629,1.0,,1.74,31.8912,19.3889,1.488115,1.499347,1.498926,10.050131,10.125987,10.123144,,,,,no_data,no_data,no_data
DTXSID7021780,84-66-2,Diethylphthalate,222.2,2.444,0.19,1.0,,42.5,42.8187,0.0079,1.498378,1.49839,0.219825,7.99055,7.990614,1.17228,,,,,no_data,no_data,no_data
DTXSID0024002,39515-41-8,Fenpropathrin,349.4,5.698,0.00458,1.0,,19.7,22.0022,5.4331,1.367513,1.380269,1.110054,11.467416,11.574385,9.308466,,,,,no_data,no_data,no_data
DTXSID3020621,67614-33-9,Fenvalerate,419.9,6.2,0.005,1.0,,0.766,20.1433,5.4331,0.456995,1.380211,1.134835,4.605411,13.90921,11.436414,,,,,no_data,no_data,no_data
DTXSID0020656,77-06-5,Gibberellic_acid,346.4,0.2422,0.24,1.0,,0.0,29.4994,3.224,0.0,1.49815,1.483244,0.0,12.455022,12.331094,,,,,no_data,no_data,no_data
DTXSID3020912,389-08-2,Nalidixic_acid,232.2,1.59,0.749,1.0,,1.1,3.2612,31.8628,1.484253,1.494651,1.499451,8.271443,8.329392,8.356139,,,,,no_data,no_data,no_data
DTXSID6023600,57-24-9,Strychnine,334.4,1.929,0.457,1.0,,2.0,16.9536,14.8592,1.48579,1.49831,1.498072,11.924359,12.024833,12.022924,,,,,no_data,no_data,no_data
DTXSID2021781,84-74-2,Dibutylphthalate,278.3,4.609,0.028,1.0,,42.5,40.1818,11.8055,1.489062,1.488436,1.461356,9.945743,9.94156,9.760686,,,,,no_data,no_data,no_data
DTXSID0020652,25812-30-0,Gemfibrozil,250.3,4.431,0.03,1.0,,52.18,42.249,10.1874,1.49167,1.489726,1.458291,8.960763,8.949082,8.760244,,,,,no_data,no_data,no_data
DTXSID2020713,58-93-5,Hydrochlorothiazide,297.7,-0.07002,0.274,1.0,,0.0,8.3792,2.8595,0.0,1.494311,1.48345,0.0,10.676551,10.598951,,,,,no_data,no_data,no_data
DTXSID7020687,608-73-1,"1,2,3,4,5,6-hexachlorocyclohexane",290.8,3.719,0.0174,1.0,,0.0,37.9017,14.8425,0.0,1.480378,1.450892,0.0,10.331856,10.126065,,,,,no_data,no_data,no_data
DTXSID9024065,99-65-0,"1,3-dinitrobenzene",168.1,1.492,0.391,0.841656436904279,,0.0,8.656,6.7557,0.0,1.496136,1.495053,0.0,5.080247,5.076569,,,,,no_data,no_data,no_data
DTXSID9022310,486-66-8,Daidzein,254.2,3.243,0.0553,1.0,,15.4,9.549,13.8445,1.48476,1.475574,1.483067,9.058224,9.002182,9.047896,,,,,no_data,no_data,no_data
DTXSID8021301,54965-24-1,Tamoxifen citrate,563.6,0.8373,0.0012,1.0,,0.0,30.8051,65.6489,0.0,1.213134,1.350184,0.0,16.409337,18.263129,,,,,no_data,no_data,no_data
DTXSID2022381,84-16-2,Meso-hexestrol,270.4,4.274,0.00772,1.0,,0.0,26.3908,8.7219,0.0,1.438291,1.327644,0.0,9.333931,8.615877,,,,,no_data,no_data,no_data
DTXSID4021717,59-50-7,4-chloro-3-methylphenol,142.6,3.091,0.0723,1.0,,0.0,23.7397,17.2552,0.0,1.492399,1.489563,0.0,5.107588,5.097881,,,,,no_data,no_data,no_data
DTXSID4022367,53-16-7,Estrone,270.4,3.132,0.0308,1.0,,0.0,35.1325,8.8397,0.0,1.48798,1.453339,0.0,9.656394,9.43159,,,,,no_data,no_data,no_data
DTXSID7020768,520-18-3,Kaempferol,286.2,2.158,0.02973,1.0,,95.7,14.12,0.9989,1.495406,1.469403,1.158887,10.271642,10.093032,7.960164,,,,,no_data,no_data,no_data
DTXSID0021460,17924-92-4,Zearalenone,318.4,3.745,0.004899,1.0,,209.0,35.0687,16.5165,1.487302,1.427375,1.353753,11.36537,10.90743,10.344837,,,,,no_data,no_data,no_data
DTXSID9022364,521-18-6,5alpha-dihydrotestosterone,290.4,3.551,0.0313,1.0,,70.7,33.5223,8.6975,1.494098,1.487607,1.453334,10.413266,10.368024,10.129157,,,,,no_data,no_data,no_data
DTXSID6022391,520-36-5,Apigenin,270.2,3.02,9.57e-05,1.0,,138.0,10.7666,63.6889,0.918316,0.164494,0.632246,5.955096,1.066712,4.099991,,,,,no_data,no_data,no_data
DTXSID1021403,512-56-1,Trimethyl phosphate,140.1,-0.6486,1.084,1.0,,3.43,75.7343,0.5829,1.496482,1.49984,1.479532,5.03177,5.043063,4.974778,,,,,no_data,no_data,no_data
DTXSID5022437,500-38-9,Nordihydroguaiaretic acid,302.4,3.091,1e-06,1.0,,270.0,26.9459,147.8965,1.133144,0.35344,0.94278,8.223907,2.565125,6.842322,,,,,no_data,no_data,no_data
DTXSID4022446,2467-02-9,"2,2'-bisphenol f",200.2,3.4,0.041,1.0,,83.5,19.947,0.0191,1.49618,1.484137,0.123331,7.188845,7.130981,0.592581,,,,,no_data,no_data,no_data
DTXSID4022525,5153-25-3,2-ethylhexylparaben,250.3,4.101,0.01318,1.0,,128.0,35.3675,9.4468,1.492268,1.472389,1.401599,8.964352,8.844937,8.419688,,,,,no_data,no_data,no_data
DTXSID4020240,105-60-2,Caprolactam,113.2,-1.193,0.761,1.0,,0.0,32.0947,0.7679,0.0,1.499463,1.477893,0.0,4.073742,4.01514,,,,,no_data,no_data,no_data
DTXSID5021388,93-76-5,"2,4,5-trichlorophenoxyacetic acid",255.5,3.31,0.0127,1.0,,0.0,14.8202,9.9386,0.0,1.433428,1.402847,0.0,8.78978,8.602259,,,,,no_data,no_data,no_data
DTXSID6032354,105512-06-9,Clodinafop-propargyl,349.7,3.899,0.0148,1.0,,1010.0,6.1573,8.944,1.499123,1.36871,1.407082,12.581842,11.487305,11.809358,,,,,no_data,no_data,no_data
DTXSID8022406,131-56-6,"2,4-dihydroxybenzophenone",214.2,2.595,0.0113,1.0,,39.3,21.4345,0.0005,1.471045,1.447751,0.000969,7.562346,7.442599,0.004981,,,,,no_data,no_data,no_data
DTXSID9023380,68-22-4,Norethindrone,298.4,2.97,0.0516,1.0,,0.0,33.0363,24.2927,0.0,1.492348,1.489612,0.0,10.687596,10.668007,,,,,no_data,no_data,no_data
DTXSID1033664,58-18-4,17-methyltestosterone,302.5,3.361,0.0329,1.0,,12.7,32.9308,8.1571,1.469262,1.487995,1.452683,10.666843,10.802841,10.546482,,,,,no_data,no_data,no_data
DTXSID3022409,80-09-1,"4,4'-sulfonyldiphenol",250.3,-0.1034,0.0576,1.0,,0.0,31.4964,4.8555,0.0,1.492807,1.454539,0.0,8.967592,8.737704,,,,,no_data,no_data,no_data
DTXSID5021411,115-96-8,Tris(2-chloroethyl) phosphate,285.5,1.441,0.44,1.0,,0.0,64.6465,68.4256,0.0,1.499539,1.499565,0.0,10.274842,10.275017,,,,,no_data,no_data,no_data
DTXSID9022526,94-18-8,Benzylparaben,228.2,3.556,0.00674,1.0,,633.0,27.5975,11.1605,1.496933,1.432673,1.343837,8.198403,7.846462,7.359928,,,,,no_data,no_data,no_data
DTXSID2022121,791-28-6,Triphenylphosphine oxide,278.3,2.835,0.101,1.0,,0.0,6.9997,7.011,0.0,1.48168,1.481709,0.0,9.896436,9.896631,,,,,no_data,no_data,no_data
DTXSID3041035,23513-14-6,(6)-gingerol,294.4,3.431,0.141,1.0,,146.0,36.3659,84.7671,1.499363,1.497447,1.498904,10.593902,10.580363,10.590654,,,,,no_data,no_data,no_data
DTXSID8044593,15619-48-4,1-benzylquinolinium chloride,255.8,0.4384,0.599,1.0,,7.31,2.8001,6.2441,1.497011,1.492223,1.496503,9.190453,9.161056,9.187328,,,,,no_data,no_data,no_data
DTXSID4042206,2687-96-9,1-dodecyl-2-pyrrolidinone,253.4,4.203,0.0125,1.0,,19.1,42.9078,8.4719,1.447021,1.475945,1.385626,8.800202,8.97611,8.42682,,,,,no_data,no_data,no_data
DTXSID6021793,90-15-3,1-naphthol,144.2,2.85,0.0682,1.0,,0.0,9.141,9.4001,0.0,1.479259,1.479823,0.0,5.119418,5.12137,,,,,no_data,no_data,no_data
DTXSID7025132,83-41-0,"1,2-dimethyl-3-nitrobenzene",151.2,2.83,1e-06,1.0,,523.0,25.2799,99.2313,1.285196,0.33649,0.797492,4.66372,1.221053,2.893938,,,,,no_data,no_data,no_data
DTXSID6020147,95-14-7,"1,2,3-benzotriazole",119.1,1.439,0.287,1.0,,0.0,0.0,5.8381,0.0,0.0,1.492215,0.0,0.0,4.265348,,,,,no_data,no_data,no_data
DTXSID2041250,14233-37-5,"1,4-bis(n-isopropylamino)anthraquinone",322.4,3.459,0.00728,1.0,,0.0,10.2557,10.8489,0.0,1.342788,1.350528,0.0,10.389959,10.449844,,,,,no_data,no_data,no_data
DTXSID8022377,57-91-0,17alpha-estradiol,272.4,3.909,3.98e-05,1.0,,55.6,28.3798,52.8077,0.583165,0.367638,0.564908,3.812502,2.403471,3.693142,,,,,no_data,no_data,no_data
DTXSID0034192,10161-33-8,17beta-trenbolone,270.4,2.948,0.0999,1.0,,37.4,37.0131,19.0593,1.496499,1.496462,1.493145,9.711679,9.711442,9.689914,,,,,no_data,no_data,no_data
DTXSID3044590,15086-94-9,"2',4',5',7'-tetrabromofluorescein",647.9,5.861,0.003,1.0,,0.0,10.1983,5.3964,0.0,1.166671,0.974061,0.0,18.141265,15.146267,,,,,no_data,no_data,no_data
DTXSID2044890,2467-03-0,2-(4-hydroxybenzyl)phenol,200.2,3.15,0.0426,1.0,,56.8,22.9352,0.017,1.494601,1.486699,0.114765,7.181257,7.143291,0.551421,,,,,no_data,no_data,no_data
DTXSID6032647,21564-17-0,2-(thiocyanomethylthio)benzothiazole,238.3,3.299,0.331,1.0,,0.0,7.1908,20.3734,0.0,1.494511,1.498058,0.0,8.547409,8.567694,,,,,no_data,no_data,no_data
DTXSID4027604,5809-23-4,2-[4-(diethylamino)-2-hydroxybenzoyl]benzoic acid,313.4,3.279,0.00517,1.0,,2.0,27.0037,21.5234,0.812839,1.411615,1.39075,6.113853,10.617606,10.460665,,,,,no_data,no_data,no_data
DTXSID1020069,97-56-3,2-amino-5-azotoluene,225.3,3.783,0.00696,1.0,,6.89,1.6538,5.5283,1.268732,0.852554,1.222313,6.860288,4.60993,6.609291,,,,,no_data,no_data,no_data
DTXSID6020068,117-79-3,2-aminoanthraquinone,223.2,3.307,0.0305,1.0,,30.8,10.7779,0.0124,1.486171,1.461146,0.062208,7.961121,7.827068,0.333234,,,,,no_data,no_data,no_data
DTXSID0022353,92-04-6,2-chloro-4-phenylphenol,204.6,4.165,1e-06,1.0,,0.0,8.7809,0.1818,0.0,0.136926,0.003113,0.0,0.672359,0.015287,,,,,no_data,no_data,no_data
DTXSID3041409,587-65-5,2-chloro-n-phenylacetamide,169.6,1.63,0.401,1.0,,38.9,14.594,8.6212,1.49916,1.497763,1.496217,6.10218,6.096494,6.090201,,,,,no_data,no_data,no_data
DTXSID5041516,4940-11-8,2-ethyl-3-hydroxy-4h-pyran-4-one,140.1,0.6281,0.606,1.0,,81.0,21.6752,1.8396,1.499733,1.499002,1.48833,5.042702,5.040246,5.00436,,,,,no_data,no_data,no_data
DTXSID3022405,131-57-7,2-hydroxy-4-methoxybenzophenone,228.2,3.785,0.00952,1.0,,15.7,22.7737,10.1964,1.417121,1.441866,1.376082,7.761288,7.896813,7.536526,,,,,no_data,no_data,no_data
DTXSID9025536,583-39-1,2-mercaptobenzimidazole,150.2,1.66,0.4,1.0,,0.0,0.1757,7.3519,0.0,1.334071,1.495555,0.0,4.809061,5.391175,,,,,no_data,no_data,no_data
DTXSID1020807,149-30-4,2-mercaptobenzothiazole,167.2,2.418,0.0215,1.0,,37.3,3.1087,3.5831,1.483826,1.326513,1.347141,5.954298,5.32303,5.405809,,,,,no_data,no_data,no_data
DTXSID2047199,2785-87-7,2-methoxy-4-propylphenol,166.2,2.648,0.0707,1.0,,24.6,31.9354,6.9505,1.492499,1.494215,1.473784,5.953279,5.960125,5.878628,,,,,no_data,no_data,no_data
DTXSID0023113,90-05-1,2-methoxyphenol,124.1,1.32,0.569,1.0,,44.9,21.5009,7.0372,1.499487,1.498929,1.496733,4.466072,4.46441,4.457868,,,,,no_data,no_data,no_data
DTXSID1026164,95-53-4,2-methylaniline,107.2,1.322,0.713,1.0,,0.0,12.2498,6.9862,0.0,1.4985,1.497372,0.0,3.855342,3.852439,,,,,no_data,no_data,no_data
DTXSID4044581,96-70-8,2-tert-butyl-4-ethylphenol,178.3,3.812,0.0454,1.0,,102.0,31.6921,0.0518,1.497174,1.490942,0.318001,6.406706,6.380039,1.360791,,,,,no_data,no_data,no_data
DTXSID2020212,2409-55-4,2-tert-butyl-4-methylphenol,164.2,3.433,0.0272,1.0,,20.9,32.7916,0.0081,1.477284,1.485442,0.036877,5.821683,5.85383,0.145327,,,,,no_data,no_data,no_data
DTXSID2026529,88-60-8,2-tert-butyl-5-methylphenol,164.2,3.343,0.0264,1.0,,36.0,31.2123,0.0081,1.48633,1.484255,0.035819,5.857328,5.849151,0.141154,,,,,no_data,no_data,no_data
DTXSID2026525,88-18-6,2-tert-butylphenol,150.2,3.31,0.000115,1.0,,59.7,22.2048,41.8945,0.659858,0.339123,0.532984,2.378657,1.22247,1.921302,,,,,no_data,no_data,no_data
DTXSID4020870,119-47-1,"2,2'-methylenebis(4-methyl-6-tert-butylphenol)",340.5,6.251,1e-06,1.0,,22.4,35.8982,15.5286,0.305976,0.43668,0.226274,2.500435,3.568545,1.84911,,,,,no_data,no_data,no_data
DTXSID7038864,88-24-4,"2,2'-methylenebis(ethyl-6-tert-butylphenol)",368.6,7.47,0.00513,1.0,,0.0,34.5936,5.4331,0.0,1.429584,1.141879,0.0,12.646673,10.101523,,,,,no_data,no_data,no_data
DTXSID5041306,131-55-5,"2,2',4,4'-tetrahydroxybenzophenone",246.2,2.598,0.0354,1.0,,19.2,29.8129,1.7248,1.480954,1.487678,1.312148,8.750659,8.790393,7.753222,,,,,no_data,no_data,no_data
DTXSID3021770,79-95-8,"2,2',6,6'-tetrachlorobisphenol a",366.1,7.151,0.00598,1.02696470419096,,18.7,14.9089,3.1639,1.391248,1.366064,1.025986,12.553683,12.326434,9.257801,,,,,no_data,no_data,no_data
DTXSID1027635,6846-50-0,"2,2,4-trimethyl-1,3-pentanediol diisobutyrate",286.4,4.777,1e-06,1.0,,9.95,57.2148,74.7687,0.153293,0.593402,0.691529,1.053675,4.078809,4.753293,,,,,no_data,no_data,no_data
DTXSID2027414,1563-38-8,"2,3-dihydro-2,2-dimethyl-7-benzofuranol",164.2,2.083,0.364,1.0,,0.0,19.0771,11.918,0.0,1.498114,1.496984,0.0,5.903768,5.899313,,,,,no_data,no_data,no_data
DTXSID6037728,1143-72-2,"2,3,4-trihydroxbenzophenone",230.2,2.833,0.0185,1.0,,94.1,22.5416,3.2154,1.492506,1.469204,1.307817,8.245796,8.117056,7.225429,,,,,no_data,no_data,no_data
DTXSID6022187,2416-94-6,"2,3,6-trimethylphenol",136.2,2.671,0.0908,1.0,,106.0,44.9569,7.0426,1.498639,1.496795,1.479772,4.898751,4.892723,4.837079,,,,,no_data,no_data,no_data
DTXSID2026602,96-76-4,"2,4-di-tert-butylphenol",206.3,5.186,0.144,1.0,,2.52,29.7472,0.0197,1.464717,1.496945,0.367523,7.252107,7.411675,1.819679,,,,,no_data,no_data,no_data
DTXSID8044836,1470-79-7,"2,4,4'-trihydroxybenzophenone",230.2,2.707,0.0196,1.0,,21.1,28.6741,3.1018,1.468951,1.477027,1.311439,8.115662,8.160279,7.245437,,,,,no_data,no_data,no_data
DTXSID7022049,527-60-6,"2,4,6-trimethylphenol",136.2,2.729,0.109,1.0,,163.0,37.9365,7.0426,1.499262,1.496836,1.483112,4.900789,4.892857,4.847995,,,,,no_data,no_data,no_data
DTXSID5044992,79-74-3,"2,5-bis(2-methylbutan-2-yl)benzene-1,4-diol",250.4,4.911,0.0166,1.0,,11.4,29.7387,4.5064,1.433772,1.473902,1.343061,8.616397,8.85756,8.071257,,,,,no_data,no_data,no_data
DTXSID8041248,88-58-4,"2,5-di-tert-butylbenzene-1,4-diol",222.3,4.59,1e-06,1.0,,117.0,33.29,0.1924,0.858558,0.413703,0.003294,4.580577,2.207187,0.017576,,,,,no_data,no_data,no_data
DTXSID1044564,3855-32-1,"2,6,10-trimethyl-2,6,10-triazaundecane",201.4,0.2133,0.0383,1.0,,0.0,91.7084,0.6388,0.0,1.496276,1.10515,0.0,7.232401,5.341855,,,,,no_data,no_data,no_data
DTXSID0020286,95-74-9,3-chloro-4-methylaniline,141.6,1.926,0.145,1.0,,65.3,11.8497,6.7526,1.498616,1.492407,1.486727,5.092898,5.071798,5.052493,,,,,no_data,no_data,no_data
DTXSID0025101,99-07-0,3-dimethylaminophenol,137.2,1.561,0.242,1.0,,0.0,28.6874,2.8091,0.0,1.498114,1.480957,0.0,4.932989,4.876495,,,,,no_data,no_data,no_data
DTXSID0028038,55406-53-6,3-iodo-2-propynyl-n-butylcarbamate,281.1,2.091,0.719,1.0,,486.0,67.7443,5.5806,1.499962,1.499731,1.496739,10.119347,10.117784,10.097602,,,,,no_data,no_data,no_data
DTXSID0044571,618-45-1,3-isopropylphenol,136.2,3.015,0.14,1.0,,19.9,24.1604,20.8833,1.495308,1.496134,1.495529,4.887864,4.890561,4.888584,,,,,no_data,no_data,no_data
DTXSID1026792,108-44-1,3-methylaniline,107.2,1.4,0.549,1.0,,32.9,11.7488,7.0372,1.499274,1.49797,1.496614,3.857333,3.853977,3.850488,,,,,no_data,no_data,no_data
DTXSID9044825,585-34-2,3-tert-butylphenol,150.2,3.301,0.116,1.0,,40.2,24.7459,9.3299,1.497193,1.495446,1.487982,5.397083,5.390784,5.363877,,,,,no_data,no_data,no_data
DTXSID1020485,20325-40-0,"3,3'-dimethoxybenzidine dihydrochloride",317.2,-0.2588,0.201,1.0,,0.0,7.7879,2.8595,0.0,1.49167,1.477529,0.0,11.355788,11.248132,,,,,no_data,no_data,no_data
DTXSID6020511,612-82-8,"3,3'-dimethylbenzidine dihydrochloride",285.2,-0.9007,0.115,1.0,,25.4,8.8054,5.2863,1.495525,1.487162,1.478737,10.236566,10.179329,10.121662,,,,,no_data,no_data,no_data
DTXSID1026081,79-94-7,"3,3',5,5'-tetrabromobisphenol a",543.9,6.663,0.00107,1.0,,50.5,27.2438,11.8867,1.291133,1.153968,0.889009,16.853934,15.063437,11.604765,,,,,no_data,no_data,no_data
DTXSID8024999,99-54-7,"3,4-dichloronitrobenzene",192.0,3.119,1e-06,1.0,,387.0,7.685,0.0834,1.223618,0.121218,0.00143,5.638434,0.558571,0.006588,,,,,no_data,no_data,no_data
DTXSID7030307,626-43-7,"3,5-dichloroaniline",162.0,2.899,0.0522,1.0,,86.1,5.4322,7.1695,1.497088,1.455143,1.465764,5.820679,5.657595,5.698892,,,,,no_data,no_data,no_data
DTXSID4040767,1154-59-2,"3,5-dichlorosalicyl-3,4-dichloroanullide",351.0,5.109,1e-06,1.0,,0.0,9.5051,15.5286,0.0,0.147111,0.226274,0.0,1.239262,1.906131,,,,,no_data,no_data,no_data
DTXSID8023216,6893-02-3,"3,5,3'-triiodothyronine",651.0,3.769,3.46e-05,1.0,,0.0,26.6584,34.2776,0.0,0.35055,0.422519,0.0,5.476995,6.601435,,,,,no_data,no_data,no_data
DTXSID0027721,10081-67-1,4-(2-phenylpropan-2-yl)-n-[4-(2-phenylpropan-2-yl)phenyl]aniline,405.6,9.246,1e-06,1.0,,0.0,8.2367,15.5286,0.0,0.12917,0.226274,0.0,1.257396,2.20264,,,,,no_data,no_data,no_data
DTXSID4048195,18979-55-0,4-(hexyloxy)phenol,194.3,3.355,0.00077,1.0,,83.6,27.0872,0.0714,1.320663,1.057007,0.009375,6.158517,4.929035,0.043719,,,,,no_data,no_data,no_data
DTXSID6024466,150-13-0,4-aminobenzoic acid,137.1,0.8241,0.766,1.0,,0.0,16.5218,4.6682,0.0,1.498965,1.496342,0.0,4.932193,4.923564,,,,,no_data,no_data,no_data
DTXSID5037739,122-37-2,4-anilinophenol,185.2,2.822,0.0582,1.0,,75.1,4.1171,0.0077,1.497006,1.447205,0.073151,6.653893,6.432538,0.32514,,,,,no_data,no_data,no_data
