"Compound","CAS","DTXSID","logP","MW","pKa_Accept","pKa_Donor","Human.Clint","Human.Clint.pValue","Human.Funbound.plasma","Human.Rblood2plasma","MW_num","logP_num","Fup_num","Rblood2plasma_num","Clint_native","Clint_rf","needs_clint_impute","Clint_used","Clint_source","n_tc_assays","AC50_5pct_uM","AC50_med_uM","AC50_source","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway"
"Genistein","446-72-0","DTXSID5022308",2.962,270.2," ","6.55,8.09,9.03",18.69,1e-04,0.02426,0.6718,270.2,2.962,0.02426,0.6718,18.69,15.7381972638866,FALSE,18.69,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"9-phenanthrol","484-17-3","DTXSID9047592",3.911,194.2," ","9.37",20.98,1e-04,0.005435,NA,194.2,3.911,0.005435,NA,20.98,29.0812020485612,FALSE,20.98,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""p,p'-ddt""","50-29-3","DTXSID4020375",6.91,354.5," "," ",12.5,0,3.6e-08,NA,354.5,6.91,3.6e-08,NA,12.5,6.92236858916689,FALSE,12.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Reserpine","50-55-5","DTXSID7021237",2.57,608.7,"7.02"," ",0,0.0833,0.005994,NA,608.7,2.57,0.005994,NA,0,9.58746650365809,TRUE,9.58746650365809,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pirinixic acid","50892-23-4","DTXSID4020290",2.067,323.8,"2.16","3.28",7.51,1e-04,0.005454,NA,323.8,2.067,0.005454,NA,7.51,9.02857188988186,FALSE,7.51,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,4-dinitrophenol""","51-28-5","DTXSID0020523",1.672,184.1," ","4.35",0,0.7539,0.02723,NA,184.1,1.672,0.02723,NA,0,27.8933578396519,TRUE,27.8933578396519,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"6-propyl-2-thiouracil","51-52-5","DTXSID5021209",-0.3859,170.2," ","8.75,13.8",1.323,0.0344,0.4736,NA,170.2,-0.3859,0.4736,NA,1.323,1.80207793681139,FALSE,1.323,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""n-[(3r)-1-azabicyclo[2.2.2]oct-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide""","527680-56-4","DTXSID1047285",1.835,288.3,"7.85","14.8",3.688,0.0333,1,NA,288.3,1.835,1,NA,3.688,5.93140655835881,FALSE,3.688,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""1,2-dinitrobenzene""","528-29-0","DTXSID4024066",1.69,168.1," "," ",24.2,1e-04,0.06949,NA,168.1,1.69,0.06949,NA,24.2,19.7314274257342,FALSE,24.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Haloperidol","52-86-8","DTXSID4034150",4.288,375.9,"8.05","14",5.062,NA,0.1784,NA,375.9,4.288,0.1784,NA,5.062,6.85632920011364,FALSE,5.062,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prednisone","53-03-2","DTXSID4021185",1.466,358.4," ","12.6,13.9",9.09,1e-04,0.4818,0.83,358.4,1.466,0.4818,0.83,9.09,6.1583251019397,FALSE,9.09,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2-methyl-4,6-dinitrophenol""","534-52-1","DTXSID1022053",2.131,198.1," ","4.8",0,0.1079,0.002637,NA,198.1,2.131,0.002637,NA,0,41.7689785245842,TRUE,41.7689785245842,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hexamethyl-p-rosaniline chloride","548-62-9","DTXSID5020653",0.9598,408,"4.83,4.21"," ",8.322,5e-04,0.01384,NA,408,0.9598,0.01384,NA,8.322,7.60335012137672,FALSE,8.322,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Carbosulfan","55285-14-8","DTXSID5023950",4.829,380.6,"2.38"," ",26.74,3e-04,0.005,NA,380.6,4.829,0.005,NA,26.74,14.9484633029307,FALSE,26.74,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ethion","563-12-2","DTXSID2024086",5.066,384.5," "," ",10.41,5e-04,2.03e-08,NA,384.5,5.066,2.03e-08,NA,10.41,15.1974359691305,FALSE,10.41,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diethylstilbestrol (des)","56-53-1","DTXSID3020465",5.067,268.4," ","9.13,9.73",39.5,0,0.00935,NA,268.4,5.067,0.00935,NA,39.5,23.1738534888861,FALSE,39.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benz[a]anthracene","56-55-3","DTXSID5023902",5.602,228.3," "," ",18.27,1e-04,0.01121,0.6718,228.3,5.602,0.01121,0.6718,18.27,14.3197361343667,FALSE,18.27,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phenytoin","57-41-0","DTXSID8020541",2.364,252.3," ","8.49",0.8178,NA,0.1624,0.8874,252.3,2.364,0.1624,0.8874,0.8178,2.62617390078039,FALSE,0.8178,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,6-dimethylphenol""","576-26-1","DTXSID9024063",2.36,122.2," ","10.7",20.52,1e-04,0.2086,NA,122.2,2.36,0.2086,NA,20.52,18.4525977740719,FALSE,20.52,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Progesterone","57-83-0","DTXSID3022370",3.871,314.5," "," ",33.7,1e-04,0.02311,NA,314.5,3.871,0.02311,NA,33.7,28.8914743813393,FALSE,33.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,6-diethylaniline""","579-66-8","DTXSID6027218",2.741,149.2,"4.15"," ",16.13,1e-04,0.08962,NA,149.2,2.741,0.08962,NA,16.13,23.7913800381134,FALSE,16.13,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""7,12-dimethylbenz(a)anthracene""","57-97-6","DTXSID1020510",5.8,256.3," "," ",3.226,0.002,0.005,NA,256.3,5.8,0.005,NA,3.226,18.0301887969975,FALSE,3.226,"httk_measured",479,1.44612754690257,21.8776162394955,"example.toxcast",NA,NA,NA,NA,NA
"Caffeine","58-08-2","DTXSID0020232",-0.07099,194.2," "," ",0.2855,NA,1,1.08,194.2,-0.07099,1,1.08,0.2855,1.04226684979699,FALSE,0.2855,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pyrimethamine","58-14-0","DTXSID9021217",2.69,248.7,"7.77,0.1"," ",2.768,0.028,0.1177,NA,248.7,2.69,0.1177,NA,2.768,4.45680861829975,FALSE,2.768,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluridone ","59756-60-4","DTXSID8024107",3.046,329.3," "," ",5.594,1e-04,0.1378,NA,329.3,3.046,0.1378,NA,5.594,8.12906987762621,FALSE,5.594,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Sulfasalazine","599-79-1","DTXSID0021256",2.425,398.4," ","3.23,6.75,11.8",5.16,0.0226,0.004,NA,398.4,2.425,0.004,NA,5.16,6.81159953834255,FALSE,5.16,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-aminoazobenzene","60-09-3","DTXSID6024460",3.409,197.2,"3.06,0.35"," ",15.7,1e-04,0.0171,NA,197.2,3.409,0.0171,NA,15.7,26.9190742737132,FALSE,15.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dieldrin","60-57-1","DTXSID9020453",5.118,380.9," "," ",0,0.0541,0.009376,NA,380.9,5.118,0.009376,NA,0,10.5279401791419,TRUE,10.5279401791419,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,6-dinitrotoluene""","606-20-2","DTXSID5020528",2.098,182.1," "," ",34.64,1e-04,0.131,NA,182.1,2.098,0.131,NA,34.64,25.4529432753184,FALSE,34.64,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Androstenedione","63-05-8","DTXSID8024523",2.752,286.4," "," ",25.92,1e-04,0.1744,NA,286.4,2.752,0.1744,NA,25.92,18.7360632708443,FALSE,25.92,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"3-hydroxyfluorene","6344-67-8","DTXSID9047540",3.189,182.2," ","9.98",20.56,1e-04,0.02488,NA,182.2,3.189,0.02488,NA,20.56,26.122162787342,FALSE,20.56,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Didecyl dimethyl ammonium chloride","7173-51-5","DTXSID9032537",2.683,362.1," "," ",0,0.0573,0.005,NA,362.1,2.683,0.005,NA,0,11.3386142649224,TRUE,11.3386142649224,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Endrin","72-20-8","DTXSID6020561",5.118,380.9," "," ",0,0.3739,0.006423,NA,380.9,5.118,0.006423,NA,0,14.2036730928969,TRUE,14.2036730928969,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""p,p'-ddd""","72-54-8","DTXSID4020373",6.129,320," "," ",0,0.0134,0.03115,NA,320,6.129,0.03115,NA,0,28.1470467659886,TRUE,28.1470467659886,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phosmet","732-11-6","DTXSID5024261",2.781,317.3," "," ",23.82,1e-04,0.0477,NA,317.3,2.781,0.0477,NA,23.82,22.7084707757408,FALSE,23.82,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Lovastatin","75330-75-5","DTXSID5020784",4.258,404.5," ","14.9",21.9,1e-04,0.01429,NA,404.5,4.258,0.01429,NA,21.9,27.6868903970728,FALSE,21.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phenolphthalein","77-09-8","DTXSID0021125",2.89,318.3," ","9.16,9.76",47.4,1e-04,0.03116,NA,318.3,2.89,0.03116,NA,47.4,25.4372260852042,FALSE,47.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Bisphenol b","77-40-7","DTXSID4022442",3.765,242.3," ","9.77,10.4",35.66,1e-04,0.01823,NA,242.3,3.765,0.01823,NA,35.66,29.1966024188922,FALSE,35.66,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""o,p'-ddt""","789-02-6","DTXSID6022345",6.923,354.5," "," ",15.3,0,1.59e-08,NA,354.5,6.923,1.59e-08,NA,15.3,3.35595713297815,FALSE,15.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Simvastatin","79902-63-9","DTXSID0023581",4.677,418.6," ","14.9",24.3,1e-04,0.00398,NA,418.6,4.677,0.00398,NA,24.3,19.6191289706114,FALSE,24.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-(2-methylbutan-2-yl)phenol","80-46-6","DTXSID8021771",3.491,164.2," ","10.2",20.96,1e-04,0.005,NA,164.2,3.491,0.005,NA,20.96,45.1651282471185,FALSE,20.96,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Warfarin","81-81-2","DTXSID5023742",2.7,308.3," ","12.7",0,0.9984,0.01327,0.55,308.3,2.7,0.01327,0.55,0,5.80458208034504,TRUE,5.80458208034504,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""4,4'-methylene bis(2-methylaniline)""","838-88-0","DTXSID5020867",2.182,226.3,"4.68,3.81"," ",3.984,0.0016,0.2257,NA,226.3,2.182,0.2257,NA,3.984,5.45812433420194,FALSE,3.984,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pk 11195","85532-75-8","DTXSID7041097",4.793,352.9," "," ",42.12,1e-04,0.01614,NA,352.9,4.793,0.01614,NA,42.12,29.2940826790926,FALSE,42.12,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"N-nitrosodiphenylamine","86-30-6","DTXSID6021030",3.13,198.2," "," ",8.288,1e-04,0.04368,NA,198.2,3.13,0.04368,NA,8.288,16.1851947528704,FALSE,8.288,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluconazole ","86386-73-4","DTXSID3020627",0.5014,306.3,"2.3,1.7","12.7",1.832,0.0075,0.7109,1.06,306.3,0.5014,0.7109,1.06,1.832,3.81173898719023,FALSE,1.832,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,6-dimethylaniline""","87-62-7","DTXSID8026307",1.839,121.2,"4.31"," ",8.96,2e-04,0.4311,NA,121.2,1.839,0.4311,NA,8.96,8.81804240965874,FALSE,8.96,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Pentachlorophenol","87-86-5","DTXSID7021106",5.119,266.3," ","4.98",8.764,1e-04,0.05441,0.6882,266.3,5.119,0.05441,0.6882,8.764,14.8269609074508,FALSE,8.764,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,4,6-trichlorophenol""","88-06-2","DTXSID5021386",3.691,197.4," ","5.99",18.76,1e-04,0.01512,NA,197.4,3.691,0.01512,NA,18.76,21.1841253467711,FALSE,18.76,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dinoseb","88-85-7","DTXSID3020207",3.559,240.2," ","4.93",0,0.2782,0.00043,NA,240.2,3.559,0.00043,NA,0,82.8817462705947,TRUE,82.8817462705947,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-anisidine","90-04-0","DTXSID5023877",1.18,123.2,"4.42"," ",0,0.4772,0.4532,NA,123.2,1.18,0.4532,NA,0,11.0870037009268,TRUE,11.0870037009268,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Quinoline","91-22-5","DTXSID1021798",2.031,129.2,"4.5"," ",38.6,1e-04,0.2036,NA,129.2,2.031,0.2036,NA,38.6,26.7310534848888,FALSE,38.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ethoxyquin","91-53-2","DTXSID9020582",3.106,217.3,"5.15"," ",15.16,1e-04,0.01069,NA,217.3,3.106,0.01069,NA,15.16,21.3862632048629,FALSE,15.16,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-naphthylamine","91-59-8","DTXSID2020921",2.281,143.2,"4.25"," ",18.5,1e-04,0.1099,NA,143.2,2.281,0.1099,NA,18.5,29.885983027852,FALSE,18.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Coumarin","91-64-5","DTXSID7020348",1.391,146.1," "," ",0,0.1073,0.1922,NA,146.1,1.391,0.1922,NA,0,26.0066080318353,TRUE,26.0066080318353,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benzidine","92-87-5","DTXSID2020137",1.34,184.2,"4.73,3.65"," ",6.91,1e-04,0.1977,NA,184.2,1.34,0.1977,NA,6.91,9.89150916445211,FALSE,6.91,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propylparaben","94-13-3","DTXSID4022527",3.036,180.2," ","8.5",38,1e-04,0.07639,NA,180.2,3.036,0.07639,NA,38,26.265837798649,FALSE,38,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Butylparaben","94-26-8","DTXSID3020209",3.565,194.2," ","8.5",39.3,1e-04,0.0191,NA,194.2,3.565,0.0191,NA,39.3,43.1761743764169,FALSE,39.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tri(ethylene glycol) bis(2-ethylhexanoate)","94-28-0","DTXSID3026564",3.6,402.6," "," ",22.62,1e-04,0.005,NA,402.6,3.6,0.005,NA,22.62,23.3964088855169,FALSE,22.62,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-methylphenol","95-48-7","DTXSID8021808",1.951,108.1," ","10.4",27.48,1e-04,0.38,NA,108.1,1.951,0.38,NA,27.48,21.9953089746768,FALSE,27.48,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"""2,4,5-trichlorophenol""","95-95-4","DTXSID4024359",3.722,197.4," ","6.83",26.24,1e-04,0.005322,NA,197.4,3.722,0.005322,NA,26.24,27.9351526179568,FALSE,26.24,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Eugenol","97-53-0","DTXSID9020617",2.272,164.2," ","9.94",103.6,3e-04,0.1922,NA,164.2,2.272,0.1922,NA,103.6,50.2087203036669,FALSE,103.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Isoeugenol","97-54-1","DTXSID7022413",3.035,164.2," ","10",71.78,1e-04,0.005,NA,164.2,3.035,0.005,NA,71.78,38.5866408643211,FALSE,71.78,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-tert-butylphenol","98-54-4","DTXSID1020221",3.31,150.2," ","10.2",26.8,1e-04,0.1052,NA,150.2,3.31,0.1052,NA,26.8,26.8188218233618,FALSE,26.8,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Nitrobenzene","98-95-3","DTXSID3020964",1.851,123.1," "," ",8.168,0.0083,0.3844,NA,123.1,1.851,0.3844,NA,8.168,10.3433559159873,FALSE,8.168,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"3-nitrotoluene","99-08-1","DTXSID5021831",2.449,137.1," "," ",16.82,1e-04,0.07728,NA,137.1,2.449,0.07728,NA,16.82,22.8261304827459,FALSE,16.82,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-methoxy-5-nitroaniline","99-59-2","DTXSID0020943",1.471,168.2,"1.83"," ",12.03,0.0076,0.3359,NA,168.2,1.471,0.3359,NA,12.03,13.0801751501627,FALSE,12.03,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-(butan-2-yl)phenol","99-71-8","DTXSID7022332",3.083,150.2," ","10.3",19.03,1e-04,0.0608,NA,150.2,3.083,0.0608,NA,19.03,19.1073653223906,FALSE,19.03,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methylparaben","99-76-3","DTXSID4022529",1.958,152.1," ","8.5",107.5,1e-04,0.07056,NA,152.1,1.958,0.07056,NA,107.5,67.1474922525664,FALSE,107.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-nitrotoluene","99-99-0","DTXSID5023792",2.371,137.1," "," ",19.32,2e-04,0.0679,NA,137.1,2.371,0.0679,NA,19.32,21.1318644225114,FALSE,19.32,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diltiazem hydrochloride","33286-22-5","DTXSID8040147",1.746,451,"8.18","12.9",23.48,NA,0.22,1,451,1.746,0.22,1,23.48,14.955481996246,FALSE,23.48,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dexamethasone","50-02-2","DTXSID3020384",1.92,392.5," ","12.4,13.5,14.1",1.791,NA,0.32,0.93,392.5,1.92,0.32,0.93,1.791,2.39004835867567,FALSE,1.791,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diclofenac","15307-86-5","DTXSID6022923",4.52,296.2," ","4",65.42,NA,0.005,0.55,296.2,4.52,0.005,0.55,65.42,36.9986237206722,FALSE,65.42,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ibuprofen","15687-27-1","DTXSID5020732",3.735,206.3," ","4.85",10.12,NA,0.01,0.55,206.3,3.735,0.01,0.55,10.12,14.2450698157585,FALSE,10.12,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tolbutamide","64-77-7","DTXSID8021359",2.339,270.4," ","4.33",1.324,NA,0.04,0.68,270.4,2.339,0.04,0.68,1.324,3.42989739878115,FALSE,1.324,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Naproxen","22204-53-1","DTXSID4040686",3.18,230.3," ","4.19",26.48,NA,0.002,1,230.3,3.18,0.002,1,26.48,40.411506589731,FALSE,26.48,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Atenolol","29122-68-7","DTXSID2022628",0.1596,266.3,"9.67","14.1",1.986,NA,0.94,1.07,266.3,0.1596,0.94,1.07,1.986,1.5927190489804,FALSE,1.986,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diclofenac sodium","15307-79-6","DTXSID3037208",0.7004,318.1," ","4",38.84,NA,0.004131,NA,318.1,0.7004,0.004131,NA,38.84,23.394163078017,FALSE,38.84,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Aspirin","50-78-2","DTXSID5020108",1.193,180.2," ","3.41",0,0.09244,0.532,0.8138,180.2,1.193,0.532,0.8138,0,7.50487765194131,TRUE,7.50487765194131,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Buspirone","36505-84-7","DTXSID2022707",2.629,385.5,"7.62,2.06"," ",7.66,NA,0.05,0.81,385.5,2.629,0.05,0.81,7.66,8.75459386959542,FALSE,7.66,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metoprolol","51384-51-1","DTXSID2023309",1.881,267.4,"9.67","14.1",6.231,NA,0.883,1.07,267.4,1.881,0.883,1.07,6.231,5.42239305390018,FALSE,6.231,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Antipyrine","60-80-0","DTXSID6021117",0.3107,188.2,"0.49"," ",0.5062,NA,0.97,0.5602,188.2,0.3107,0.97,0.5602,0.5062,1.5096643825992,FALSE,0.5062,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Phenacetin","62-44-2","DTXSID1021116",1.58,179.2," ","15",9.346,NA,0.6,1.01,179.2,1.58,0.6,1.01,9.346,8.29930550606749,FALSE,9.346,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Furosemide","54-31-9","DTXSID6020648",2.029,330.7," ","4.25,9.83",0,NA,0.012,0.55,330.7,2.029,0.012,0.55,0,10.5872714263081,TRUE,10.5872714263081,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Theophylline","58-55-9","DTXSID5021336",-0.02058,180.2," ","7.82",0.7788,NA,0.61,1.33,180.2,-0.02058,0.61,1.33,0.7788,1.75814177385069,FALSE,0.7788,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Oxazepam","604-75-1","DTXSID1021087",2.239,286.7," ","10.6,12.5",3.271,NA,0.04,0.66,286.7,2.239,0.04,0.66,3.271,5.02429773379062,FALSE,3.271,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Sulpiride","15676-16-1","DTXSID1042574",0.5712,341.4,"8.39","10.2,13.5",0,NA,1,1,341.4,0.5712,1,1,0,6.12434455687659,TRUE,6.12434455687659,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methylprednisolone","83-43-2","DTXSID7023300",1.721,374.5," ","12.6,13.9,14.9",5.452,NA,0.23,0.78,374.5,1.721,0.23,0.78,5.452,7.29507993437615,FALSE,5.452,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Prednisolone","50-24-8","DTXSID9021184",1.62,360.4," ","12.6,13.9,14.9",5.841,NA,0.25,1,360.4,1.62,0.25,1,5.841,4.88282283792132,FALSE,5.841,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Troglitazone","97322-87-7","DTXSID8023719",4.36,441.5," ","6.61,10.8",21.85,NA,0.000941,0.548,441.5,4.36,0.000941,0.548,21.85,18.0977270855,FALSE,21.85,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Cyclosporin a","59865-13-3","DTXSID0020365",2.92,1203," ","11.8,12.2,12.6,13,14.3",8.591,NA,0,1.283,1203,2.92,0,1.283,8.591,10.1685564769983,FALSE,8.591,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ethinylestradiol","57-63-6","DTXSID5020576",3.669,296.4," ","10.3",0,0.9299,0.014,NA,296.4,3.669,0.014,NA,0,25.0184534170506,TRUE,25.0184534170506,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Famotidine","76824-35-6","DTXSID5023039",-0.6389,337.4,"8.38,1.74","9.29",0,NA,0.84,1,337.4,-0.6389,0.84,1,0,3.47548325340555,TRUE,3.47548325340555,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Omeprazole","73590-58-6","DTXSID6021080",2.231,345.4,"4.77,1.59","9.68",3.271,NA,0.16,0.58,345.4,2.231,0.16,0.58,3.271,3.95469648692817,FALSE,3.271,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Propofol","2078-54-8","DTXSID6023523",3.791,178.3," ","11",107,NA,0.016,1.25,178.3,3.791,0.016,1.25,107,45.5218467281517,FALSE,107,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Zileuton","111406-87-2","DTXSID9023752",0.1828,236.3," ","8.84",2.298,NA,0.07,NA,236.3,0.1828,0.07,NA,2.298,3.95991670836157,FALSE,2.298,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Codeine","76-57-3","DTXSID2020341",1.14,299.4,"9.19","13.8",24.53,NA,1,NA,299.4,1.14,1,NA,24.53,9.67719172174729,FALSE,24.53,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ranitidine","66357-35-5","DTXSID8045191",0.2691,314.4,"7.8,0.47"," ",1.324,NA,0.95,1.03,314.4,0.2691,0.95,1.03,1.324,1.6581896286765,FALSE,1.324,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Aminopyrine","58-15-1","DTXSID7020504",0.9955,231.3,"3.66"," ",4.1,NA,1,NA,231.3,0.9955,1,NA,4.1,5.1327047152396,FALSE,4.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ketoconazole","65277-42-1","DTXSID7029879",4.348,531.4,"6.42,3.96"," ",55,NA,0.062,0.7478,531.4,4.348,0.062,0.7478,55,22.4924742221653,FALSE,55,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tacrine","321-64-2","DTXSID1037272",2.707,198.3,"8.95"," ",1000,NA,1,1.6,198.3,2.707,1,1.6,1000,59.4848479426164,FALSE,1000,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Digoxin","20830-75-5","DTXSID5022934",1.263,780.9," ","7.15,13,13.6,14,14.3,14.7",0,NA,0.7,0.96,780.9,1.263,0.7,0.96,0,5.24874612947642,TRUE,5.24874612947642,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Methotrexate","59-05-2","DTXSID4020822",-1.847,454.4,"1.8,0.03","3.26,4.11",0,0.9997,0.432,0.71,454.4,-1.847,0.432,0.71,0,5.49611726821344,TRUE,5.49611726821344,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
